university,department_code,course_number,title,description,progressive_signal,western_canon_signal,climate_narrow_signal,climate_broad_signal
Louisiana State University,ACCT,7011,Intermediate Accounting (3),The General Education Component of Undergraduate Education,False,False,False,False
Louisiana State University,ACCT,7021,Advanced Theory of Accounts (3),The General Education Component of Undergraduate Education,False,False,False,False
Louisiana State University,ACCT,7201,Tax Aspects of Business Entities (3),The General Education Component of Undergraduate Education,False,False,False,False
Louisiana State University,ACCT,7210,"Tax Research, Planning and Business Decision Making (3)",The General Education Component of Undergraduate Education,False,False,False,False
Louisiana State University,ACCT,7222,Auditing Theory and Standards (3),The General Education Component of Undergraduate Education,False,False,False,False
Louisiana State University,ACCT,2101,Introductory Managerial Accounting (3),The General Education Component of Undergraduate Education,False,False,False,False
Louisiana State University,ACCT,3121,Cost Analysis and Control (3),The General Education Component of Undergraduate Education,False,False,False,False
Louisiana State University,ACCT,7235,Fraud Auditing (3),The General Education Component of Undergraduate Education,False,False,False,False
Louisiana State University,ACCT,7234,Operational Auditing (3),The General Education Component of Undergraduate Education,False,False,False,False
Louisiana State University,ACCT,3233,Internal Auditing I (3),The General Education Component of Undergraduate Education,False,False,False,False
Louisiana State University,ACCT,7244,Systems Auditing (3),The General Education Component of Undergraduate Education,False,False,False,False
Louisiana State University,ACCT,7250,Current Topics in Federal Income Taxation (3),The General Education Component of Undergraduate Education,False,False,False,False
Louisiana State University,ACCT,7270,Statement and Report Presentation and Analysis (3),The General Education Component of Undergraduate Education,False,False,False,False
Louisiana State University,ACCT,4225,Research in Federal Income Taxation (3),The General Education Component of Undergraduate Education,False,False,False,False
Louisiana State University,ACCT,4234,Internal Auditing II (3),The General Education Component of Undergraduate Education,False,False,False,False
Louisiana State University,ACCT,7333,Internship in Internal Auditing (3),The General Education Component of Undergraduate Education,False,False,False,False
Louisiana State University,ACCT,7401,Ethics for Professional Accountants (3),The General Education Component of Undergraduate Education,False,False,False,False
Louisiana State University,ACCT,7601,International Accounting (3),The General Education Component of Undergraduate Education,False,False,False,False
Louisiana State University,ACCT,8900,Pre-dissertation Research (1-9),The General Education Component of Undergraduate Education,False,False,False,False
Louisiana State University,ACCT,9002,Accounting Research II (3),The General Education Component of Undergraduate Education,False,False,False,False
Louisiana State University,ACCT,9003,Accounting Research III (3),The General Education Component of Undergraduate Education,False,False,False,False
Louisiana State University,ACCT,9004,Accounting Research IV (3),The General Education Component of Undergraduate Education,False,False,False,False
Louisiana State University,ACCT,7232,Case Studies in Internal Auditing (3),The General Education Component of Undergraduate Education,False,False,False,False
Louisiana State University,ASST,1002,The Foundations of the United States Air Force (1),The General Education Component of Undergraduate Education,False,False,False,False
Louisiana State University,ASST,1011,Leadership Laboratory I (1),The General Education Component of Undergraduate Education,False,False,False,False
Louisiana State University,ASST,1012,Leadership Laboratory I (1),The General Education Component of Undergraduate Education,False,False,False,False
Louisiana State University,ASST,2001,The Evolution of U.S.A.F. Aerospace Power (1),The General Education Component of Undergraduate Education,False,False,False,False
Louisiana State University,ASST,2011,Leadership Laboratory II (1),The General Education Component of Undergraduate Education,False,False,False,False
Louisiana State University,ASST,2002,The Evolution of U.S.A.F. Aerospace Power (1),The General Education Component of Undergraduate Education,False,False,False,False
Louisiana State University,ACCT,3222,Auditing (3),The General Education Component of Undergraduate Education,False,False,False,False
Louisiana State University,ASST,3001,Air Force Leadership Studies (3),The General Education Component of Undergraduate Education,False,False,False,False
Louisiana State University,ASST,3011,Leadership Laboratory III (1),The General Education Component of Undergraduate Education,False,False,False,False
Louisiana State University,ASST,3002,Air Force Leadership Studies (3),The General Education Component of Undergraduate Education,False,False,False,False
Louisiana State University,ASST,3012,Leadership Laboratory III (1),The General Education Component of Undergraduate Education,False,False,False,False
Louisiana State University,ACCT,9001,Accounting Research I (3),The General Education Component of Undergraduate Education,False,False,False,False
Louisiana State University,ASST,4011,Leadership Laboratory IV (1),The General Education Component of Undergraduate Education,False,False,False,False
Louisiana State University,ASST,4012,Leadership Laboratory IV (1),The General Education Component of Undergraduate Education,False,False,False,False
Louisiana State University,AAAS,2000,Introduction to African & African American Studies (3),The General Education Component of Undergraduate Education,False,False,False,False
Louisiana State University,ASST,1001,The Foundations of the United States Air Force (1),The General Education Component of Undergraduate Education,False,False,False,False
Louisiana State University,AAAS,2025,African American Religion (3),The General Education Component of Undergraduate Education,False,False,False,False
Louisiana State University,AAAS,2050,Contemporary Africa (3),The General Education Component of Undergraduate Education,False,False,False,False
Louisiana State University,AAAS,2511,Race Relations (3),The General Education Component of Undergraduate Education,False,False,False,False
Louisiana State University,AAAS,3024,African Diaspora Intellectual Thought (3),The General Education Component of Undergraduate Education,False,False,False,False
Louisiana State University,AAAS,3044,Black Rhetorical Traditions (3),The General Education Component of Undergraduate Education,False,False,False,False
Louisiana State University,AAAS,3120,Topics in History of Africa and the African Diaspora (3),The General Education Component of Undergraduate Education,False,False,False,False
Louisiana State University,ACCT,9000,Dissertation Research (1-12 per sem.),The General Education Component of Undergraduate Education,False,False,False,False
Louisiana State University,ASST,4002,National Security Affairs/Preparation for Active Duty (3),The General Education Component of Undergraduate Education,False,False,False,False
Louisiana State University,ASST,4001,National Security Affairs/Preparation for Active Duty (3),The General Education Component of Undergraduate Education,False,False,False,False
Louisiana State University,AAAS,3122,Topics in Pre-Colonial Africa (3),The General Education Component of Undergraduate Education,False,False,False,False
Louisiana State University,ACCT,7900,Individual Study in Accounting (3),The General Education Component of Undergraduate Education,False,False,False,False
Louisiana State University,ACCT,7231,Internship in Accounting (3),,False,False,False,False
Louisiana State University,AAAS,3341,African American English (3),The General Education Component of Undergraduate Education,False,False,False,False
Louisiana State University,AAAS,3425,Black Women in America (3),The General Education Component of Undergraduate Education,False,False,False,False
Louisiana State University,ACCT,7233,Graduate Internal Auditing (3),,False,False,False,False
Louisiana State University,AAAS,4124,Studies in African Diaspora Religions (3),The General Education Component of Undergraduate Education,False,False,False,False
Louisiana State University,AAAS,4323,Studies in Caribbean Literature (3),The General Education Component of Undergraduate Education,False,False,False,False
Louisiana State University,AAAS,3902,Special Topics in African & African American Studies (1-3),The General Education Component of Undergraduate Education,False,False,False,False
Louisiana State University,AAAS,4400,Religious Thought of Martin Luther King Jr. & Malcolm X (3),The General Education Component of Undergraduate Education,False,False,False,False
Louisiana State University,AAAS,4450,African American Folklore (3),The General Education Component of Undergraduate Education,False,False,False,False
Louisiana State University,AGEC,1003,Introduction to Agricultural Business (3),The General Education Component of Undergraduate Education,False,False,False,False
Louisiana State University,AGEC,3203,Agricultural Commodity Marketing and Risk Management (3),The General Education Component of Undergraduate Education,False,False,False,False
Louisiana State University,AGEC,3003,Economic Analysis in Agricultural Business (3),The General Education Component of Undergraduate Education,False,False,False,False
Louisiana State University,AGEC,2003,Introduction to Agricultural Economics (3),The General Education Component of Undergraduate Education,False,False,False,False
Louisiana State University,AGEC,3303,Farm Management (3),The General Education Component of Undergraduate Education,False,False,False,False
Louisiana State University,AGEC,3413,Agricultural Business Management Decisions (3),The General Education Component of Undergraduate Education,False,False,False,False
Louisiana State University,ACCT,4244,EDP Auditing (3),The General Education Component of Undergraduate Education,False,False,False,False
Louisiana State University,AGEC,3700,Internship (1-3),The General Education Component of Undergraduate Education,False,False,False,False
Louisiana State University,AAAS,2410,Black Popular Culture (3),The General Education Component of Undergraduate Education,False,False,False,False
Louisiana State University,AGEC,4243,Food Products Marketing (3),The General Education Component of Undergraduate Education,False,False,False,False
Louisiana State University,AGEC,4203,Intermediate Food and Fiber Products Marketing (3),The General Education Component of Undergraduate Education,False,False,False,False
Louisiana State University,AGEC,4273,Agricultural Price Analysis (3),The General Education Component of Undergraduate Education,False,False,False,False
Louisiana State University,AGEC,4433,"Agricultural Business Planning, Management and Policy (3)",The General Education Component of Undergraduate Education,False,False,False,False
Louisiana State University,AGEC,4603,Agricultural Policy (3),The General Education Component of Undergraduate Education,False,False,False,False
Louisiana State University,AGEC,4443,Farm and Rural Land Appraisal (3),The General Education Component of Undergraduate Education,False,False,False,False
Louisiana State University,AGEC,4613,Agricultural Trade (3),The General Education Component of Undergraduate Education,False,False,False,False
Louisiana State University,AGEC,4700,Problems in Agricultural Economics (1-3),The General Education Component of Undergraduate Education,False,False,False,False
Louisiana State University,AGEC,7103,Advanced Statistical Methods in Agriculture (3),The General Education Component of Undergraduate Education,False,False,False,False
Louisiana State University,AGEC,7113,Agribusiness Research Applications (3),The General Education Component of Undergraduate Education,False,False,False,False
Louisiana State University,AGEC,7203,Advanced Agricultural Marketing Theory (3),The General Education Component of Undergraduate Education,False,False,False,False
Louisiana State University,AGEC,4623,Rural Resource and Community Development (3),The General Education Component of Undergraduate Education,False,False,False,False
Louisiana State University,AGEC,7213,Applied Demand for Food Commodities (3),The General Education Component of Undergraduate Education,False,False,False,False
Louisiana State University,AAAS,4322,Studies in African Literature (3),The General Education Component of Undergraduate Education,False,False,False,False
Louisiana State University,AGEC,7313,Agricultural Production and Labor Supply (3),The General Education Component of Undergraduate Education,False,False,False,False
Louisiana State University,AGEC,7303,Agricultural Production Economics (3),The General Education Component of Undergraduate Education,False,False,False,False
Louisiana State University,AAAS,3901,Directed Readings and Research in African and African-American Studies (1-3),The General Education Component of Undergraduate Education,False,False,False,False
Louisiana State University,AGEC,7603,Advanced Agricultural Policy (3),The General Education Component of Undergraduate Education,False,False,False,False
Louisiana State University,AGEC,7613,International Agricultural Trade (3),The General Education Component of Undergraduate Education,False,False,False,False
Louisiana State University,AGEC,3503,Natural Resource Economics (3),The General Education Component of Undergraduate Education,False,False,False,False
Louisiana State University,ASST,2012,Leadership Laboratory II (1),,False,False,False,False
Louisiana State University,AGEC,7623,Rural Development Economics (3),The General Education Component of Undergraduate Education,False,False,False,False
Louisiana State University,AGEC,8000,Thesis Research (1-12 per sem.),The General Education Component of Undergraduate Education,False,False,False,False
Louisiana State University,AGEC,4403,Agricultural Finance (3),The General Education Component of Undergraduate Education,False,False,False,False
Louisiana State University,AGEC,7700,Internship in Agribusiness Administration (3),The General Education Component of Undergraduate Education,False,False,False,False
Louisiana State University,AAAS,4020,Senior Seminar (3),The General Education Component of Undergraduate Education,False,False,False,False
Louisiana State University,AGEC,7710,Advanced Topics in Agricultural Economics (1-3),The General Education Component of Undergraduate Education,False,False,False,False
Louisiana State University,AGEC,9000,Dissertation Research (1-12 per sem.),The General Education Component of Undergraduate Education,False,False,False,False
Louisiana State University,AEA,3010,Internship in Cooperative Extension (6),The General Education Component of Undergraduate Education,False,False,False,False
Louisiana State University,AEA,3604,Human Diversity in Learning in Human Resource Education (1),The General Education Component of Undergraduate Education,True,False,False,False
Louisiana State University,AGEC,7123,Operations Research Methods in Agricultural Economics (3),The General Education Component of Undergraduate Education,False,False,False,False
Louisiana State University,AEA,2001,Foundations of Human Resource Education (3),The General Education Component of Undergraduate Education,False,False,False,False
Louisiana State University,AEA,3605,Field Experiences in Human Resource Classroom Management (1),The General Education Component of Undergraduate Education,False,False,False,False
Louisiana State University,AGEC,7523,Nonmarket Valuation Methods in Agriculture and Natural Resources (3),The General Education Component of Undergraduate Education,False,False,False,True
Louisiana State University,AEA,4039,Topics in International Development (3),The General Education Component of Undergraduate Education,False,False,False,False
Louisiana State University,AEA,4026,Informal Education Programs for Youth (3),The General Education Component of Undergraduate Education,False,False,False,False
Louisiana State University,AEA,4200,Teaching in Human Resource Education Content Areas (3),The General Education Component of Undergraduate Education,False,False,False,False
Louisiana State University,AEA,4201,Management of Human Resource Education Laboratory Experiences (3),The General Education Component of Undergraduate Education,False,False,False,False
Louisiana State University,AGEC,7513,Dynamics in Natural Resource Economics (3),The General Education Component of Undergraduate Education,False,False,False,False
Louisiana State University,AEA,4504,Youth Leadership Development (3),The General Education Component of Undergraduate Education,False,False,False,False
Louisiana State University,AEA,4601,Workforce Education Learner Assessment (3),The General Education Component of Undergraduate Education,False,False,False,False
Louisiana State University,AEA,4807,Teaching Internship in Human Resource Education (6),The General Education Component of Undergraduate Education,False,False,False,False
Louisiana State University,AEA,4819,Special Topics in Agricultural Education (1-3),The General Education Component of Undergraduate Education,False,False,False,False
Louisiana State University,AGRI,1001,Introduction to Agriculture (1),The General Education Component of Undergraduate Education,False,False,False,False
Louisiana State University,AGEC,3803,Agricultural Law (3),The General Education Component of Undergraduate Education,False,False,False,False
Louisiana State University,AGRI,2001,Special Topics in Agriculture (1-3),The General Education Component of Undergraduate Education,False,False,False,False
Louisiana State University,AGRI,2900,Directed Studies in Agricultural Leadership Development (1-3),The General Education Component of Undergraduate Education,False,False,False,False
Louisiana State University,AGRO,1001,Plants and People (3),The General Education Component of Undergraduate Education,False,False,False,False
Louisiana State University,AEA,3201,Presentation Methods in Human Resource Education (3),The General Education Component of Undergraduate Education,False,False,False,False
Louisiana State University,AEA,3101,Instructional/Curriculum Design for Human Resource Education (3),The General Education Component of Undergraduate Education,False,False,False,False
Louisiana State University,AEA,3603,Classroom Management in Human Resource Education (1),The General Education Component of Undergraduate Education,False,False,False,False
Louisiana State University,AGRO,2011,Analysis of Environmental Issues (3),The General Education Component of Undergraduate Education,False,False,False,False
Louisiana State University,AGRO,3040,Soil Conservation (2),The General Education Component of Undergraduate Education,False,False,False,True
Louisiana State University,AGRO,2086,Introduction to Turfgrass Management (3),The General Education Component of Undergraduate Education,False,False,False,False
Louisiana State University,AGRO,4005,Forage Ecology and Management (3),The General Education Component of Undergraduate Education,False,False,False,True
Louisiana State University,AGRO,3010,Research Problems (3),The General Education Component of Undergraduate Education,False,False,False,False
Louisiana State University,AGRO,4052,Soil Fertility and Soil Management (4),The General Education Component of Undergraduate Education,False,False,False,False
Louisiana State University,AEA,4011,Communications in Extension Education (3),The General Education Component of Undergraduate Education,False,False,False,False
Louisiana State University,AGRO,4058,Soil Morphology and Classification (4),The General Education Component of Undergraduate Education,False,False,False,False
Louisiana State University,AGRO,4056,Microbial Ecology and Nutrient Cycling in Soils (4),The General Education Component of Undergraduate Education,False,False,False,True
Louisiana State University,AGRO,4064,Principles of Plant Breeding (4),The General Education Component of Undergraduate Education,False,False,False,False
Louisiana State University,AGRO,4071,Weed Biology and Ecology (3),The General Education Component of Undergraduate Education,False,False,False,True
Louisiana State University,AGRO,4070,Weed Science and the Environment (3),The General Education Component of Undergraduate Education,False,False,False,False
Louisiana State University,AGRO,4077,Environmental Soil Physics (3),The General Education Component of Undergraduate Education,False,False,False,False
Louisiana State University,AGRO,4078,Land Use Planning and Land Management (3),The General Education Component of Undergraduate Education,False,False,False,False
Louisiana State University,AGRO,4091,Special Topics in Crop Science (1-3),The General Education Component of Undergraduate Education,False,False,False,False
Louisiana State University,AGRO,4092,Special Topics in Soil Science (1-3),The General Education Component of Undergraduate Education,False,False,False,False
Louisiana State University,AGRO,6011,"Topics in Plant, Environmental and Soil Sciences for Teachers (3)",The General Education Component of Undergraduate Education,False,False,False,False
Louisiana State University,AGRO,7001,Seminar (1),The General Education Component of Undergraduate Education,False,False,False,False
Louisiana State University,AGRO,7051,Advanced Soil Fertility and Plant Nutrition (4),The General Education Component of Undergraduate Education,False,False,False,False
Louisiana State University,AGRI,1005,Science and Society (3),The General Education Component of Undergraduate Education,False,False,False,False
Louisiana State University,AGEC,7703,Independent Study (1-3),The General Education Component of Undergraduate Education,False,False,False,False
Louisiana State University,AGRO,7057,Advanced Soil Physics (4),The General Education Component of Undergraduate Education,False,False,False,False
Louisiana State University,AGRO,7058,Advanced Pedology (3),The General Education Component of Undergraduate Education,False,False,False,False
Louisiana State University,AGRO,2051,Soil Science (4),The General Education Component of Undergraduate Education,False,False,False,False
Louisiana State University,AGRO,7071,Advanced Plant Genetics (3),The General Education Component of Undergraduate Education,False,False,False,False
Louisiana State University,AGRO,7074,Quantitative Genetics in Plant Improvement (3),The General Education Component of Undergraduate Education,False,False,False,False
Louisiana State University,AGRO,7073,Current Topics in Plant Breeding and Genetics (1),The General Education Component of Undergraduate Education,False,False,False,False
Louisiana State University,AGRO,3090,Agronomic Internship (3),The General Education Component of Undergraduate Education,False,False,False,False
Louisiana State University,AEA,4010,Cooperative Extension Work (3),The General Education Component of Undergraduate Education,False,False,False,False
Louisiana State University,AGRO,7040,Research Methods in Plant Science (3),The General Education Component of Undergraduate Education,False,False,False,False
Louisiana State University,AGRO,8000,Thesis Research (1-12 per sem.),The General Education Component of Undergraduate Education,False,False,False,False
Louisiana State University,AGRO,8902,Research in Soil Science (3-6),The General Education Component of Undergraduate Education,False,False,False,False
Louisiana State University,AGRO,7055,Advanced Soil Chemistry (3),The General Education Component of Undergraduate Education,False,False,False,False
Louisiana State University,AGRO,9000,Dissertation Research (1-12 per sem.),The General Education Component of Undergraduate Education,False,False,False,False
Louisiana State University,ANSC,1011,Introduction to Animal Science (3),The General Education Component of Undergraduate Education,False,False,False,False
Louisiana State University,ANSC,1048,Introduction to Dairy Science (3),The General Education Component of Undergraduate Education,False,False,False,False
Louisiana State University,ANSC,2001,Animal Unit Internship (1),The General Education Component of Undergraduate Education,False,False,False,False
Louisiana State University,ANSC,1049,Introduction to Poultry Science (3),The General Education Component of Undergraduate Education,False,False,False,False
Louisiana State University,ANSC,2030,Basic Horsemanship (3),The General Education Component of Undergraduate Education,False,False,False,False
Louisiana State University,ANSC,2040,Techniques of Judging and Evaluating Dairy Cattle (2),The General Education Component of Undergraduate Education,False,False,False,False
Louisiana State University,ANSC,2049,Dairy Cattle Production Practices (3),The General Education Component of Undergraduate Education,False,False,False,False
Louisiana State University,AGRO,7041,Plant-Herbicide Physiology (3),The General Education Component of Undergraduate Education,False,False,False,False
Louisiana State University,ANSC,2072,Introductory Agricultural Genetics (3),The General Education Component of Undergraduate Education,False,False,False,False
Louisiana State University,ANSC,2075,Milk and Dairy Foods (3),The General Education Component of Undergraduate Education,False,False,False,False
Louisiana State University,ANSC,2085,Milk Quality Control Laboratory (2),The General Education Component of Undergraduate Education,False,False,False,False
Louisiana State University,AGRO,8901,Research in Crop Science (3-6),The General Education Component of Undergraduate Education,False,False,False,False
Louisiana State University,ANSC,2133,Growth and Development of Livestock (3),The General Education Component of Undergraduate Education,False,False,False,False
Louisiana State University,AGRO,7080,Applied Plant Genomics (3),The General Education Component of Undergraduate Education,False,False,False,False
Louisiana State University,AGRO,7165,Biogeochemistry of Wetland Soils and Sediments (3),The General Education Component of Undergraduate Education,False,False,False,False
Louisiana State University,AGRO,7067,Crop Breeding Practicum (2),The General Education Component of Undergraduate Education,False,False,False,False
Louisiana State University,ANSC,3050,Animal Science Internship (3),The General Education Component of Undergraduate Education,False,False,False,False
Louisiana State University,ANSC,3053,Meats (3),The General Education Component of Undergraduate Education,False,False,False,False
Louisiana State University,ANSC,3060,Companion Animal Health Maintenance and Disease (3),The General Education Component of Undergraduate Education,False,False,False,False
Louisiana State University,AEA,4806,Student Teaching in Human Resource Education (9),,False,False,False,False
Louisiana State University,ANSC,3070,Small Animal Anatomy and Physiology (3),The General Education Component of Undergraduate Education,False,False,False,False
Louisiana State University,ANSC,4001,Parasite Effects on Animal Performance (2),The General Education Component of Undergraduate Education,False,False,False,False
Louisiana State University,ANSC,2060,Companion Animal Management (3),The General Education Component of Undergraduate Education,False,False,False,False
Louisiana State University,ANSC,3030,Advanced Horsemanship (3),The General Education Component of Undergraduate Education,False,False,False,False
Louisiana State University,ANSC,4020,Dairy Foods Technology: Frozen and Cultured Dairy Products (4),The General Education Component of Undergraduate Education,False,False,False,False
Louisiana State University,AGRO,4055,Chemical Properties of Soil (4),The General Education Component of Undergraduate Education,False,False,False,False
Louisiana State University,ANSC,4031,Incubation and Hatchery Management (2),The General Education Component of Undergraduate Education,False,False,False,False
Louisiana State University,ANSC,2093,Dairy Products Judging (2),The General Education Component of Undergraduate Education,False,False,False,False
Louisiana State University,ANSC,4045,Reproductive Physiology of Farm Animals (3),The General Education Component of Undergraduate Education,False,False,False,False
Louisiana State University,ANSC,4043,Domestic Animal Endocrinology (3),The General Education Component of Undergraduate Education,False,False,False,False
Louisiana State University,ANSC,4050,Animal Biotechnology (3),The General Education Component of Undergraduate Education,False,False,False,False
Louisiana State University,ANSC,4047,Reproductive Management (1),The General Education Component of Undergraduate Education,False,False,False,False
Louisiana State University,ANSC,3900,Animal Science Research (1-3),The General Education Component of Undergraduate Education,False,False,False,False
Louisiana State University,ANSC,4051,Poultry Biology (3),The General Education Component of Undergraduate Education,False,False,False,False
Louisiana State University,ANSC,4052,Poultry Management (3),The General Education Component of Undergraduate Education,False,False,False,False
Louisiana State University,ANSC,4009,Animal Nutrition (3),The General Education Component of Undergraduate Education,False,False,False,False
Louisiana State University,ANSC,2042,Techniques of Judging and Evaluating Poultry and Poultry Products (2),The General Education Component of Undergraduate Education,False,False,False,False
Louisiana State University,ANSC,4080,Dairy Microbiology (3),The General Education Component of Undergraduate Education,False,False,False,False
Louisiana State University,ANSC,4084,Beef Cattle Production (3),The General Education Component of Undergraduate Education,False,False,False,False
Louisiana State University,ANSC,4088,Horse Production (3),The General Education Component of Undergraduate Education,False,False,False,False
Louisiana State University,ANSC,4054,Dairy Farm Management (4),The General Education Component of Undergraduate Education,False,False,False,False
Louisiana State University,ANSC,3010,Applied Animal Feed Formulation (3),,False,False,False,False
Louisiana State University,ANSC,4086,Small Ruminant Production (3),The General Education Component of Undergraduate Education,False,False,False,False
Louisiana State University,ANSC,4092,Animal Science Proseminar (1),The General Education Component of Undergraduate Education,False,False,False,False
Louisiana State University,ANSC,4900,Special Topics in Animal Science (1-3),The General Education Component of Undergraduate Education,False,False,False,False
Louisiana State University,ANSC,4095,"Reproductive Physiology and Management of Zoo, Laboratory and Companion Animals (4)",The General Education Component of Undergraduate Education,False,False,False,False
Louisiana State University,ANSC,4018,Principles of Animal Genetics (4),,False,False,False,False
Louisiana State University,ANSC,7018,Rumen Physiology and Metabolism (3),The General Education Component of Undergraduate Education,False,False,False,False
Louisiana State University,ANSC,7020,Andrology (3),The General Education Component of Undergraduate Education,False,False,False,False
Louisiana State University,ANSC,7050,Advanced Animal Physiology and Laboratory Techniques (4),The General Education Component of Undergraduate Education,False,False,False,False
Louisiana State University,ANSC,3033,Elements of Live Animal and Carcass Evaluation (3),The General Education Component of Undergraduate Education,False,False,False,False
Louisiana State University,ANSC,7051,Advanced Physiology of Reproduction (3),The General Education Component of Undergraduate Education,False,False,False,False
Louisiana State University,ANSC,7052,Biotechnology of Gamete and Embryo Physiology and Micromanipulation (4),The General Education Component of Undergraduate Education,False,False,False,False
Louisiana State University,ANSC,4060,Contemporary Issues in the Animal Sciences (3),,False,False,False,False
Louisiana State University,ANSC,7900,Special Topics in Animal Science (1-6),The General Education Component of Undergraduate Education,False,False,False,False
Louisiana State University,ANSC,8000,Thesis Research (1-12 per sem.),The General Education Component of Undergraduate Education,False,False,False,False
Louisiana State University,ANSC,9000,Dissertation Research (1-12 per sem.),The General Education Component of Undergraduate Education,False,False,False,False
Louisiana State University,ANSC,4094,Meat Technology (3),The General Education Component of Undergraduate Education,False,False,False,False
Louisiana State University,ANTH,1003,Introduction to Cultural and Social Anthropology (3),The General Education Component of Undergraduate Education,False,False,False,False
Louisiana State University,ANSC,7004,Population Genetics in Animal and Plant Breeding (4),The General Education Component of Undergraduate Education,False,False,False,False
Louisiana State University,ANTH,2014,Introduction to Forensic Anthropology (3),The General Education Component of Undergraduate Education,False,False,False,False
Louisiana State University,ANTH,2015,Introduction to Archaeology (3),The General Education Component of Undergraduate Education,False,False,False,False
Louisiana State University,ANTH,2051,Introduction to World Ethnography (3),The General Education Component of Undergraduate Education,False,False,False,False
Louisiana State University,ANTH,1001,Introduction to Physical Anthropology and Prehistory (3),The General Education Component of Undergraduate Education,False,False,False,False
Louisiana State University,ANTH,3004,Archaeology and the Bible (3),The General Education Component of Undergraduate Education,False,False,False,False
Louisiana State University,ANSC,7001,Experimental Methods (2),The General Education Component of Undergraduate Education,False,False,False,False
Louisiana State University,ANTH,3060,Introduction to Anthropological Linguistics (3),The General Education Component of Undergraduate Education,False,False,False,False
Louisiana State University,ANSC,4081,Swine Production (3),The General Education Component of Undergraduate Education,False,False,False,False
Louisiana State University,ANTH,3401,The Study of Folklore (3),The General Education Component of Undergraduate Education,False,False,False,False
Louisiana State University,ANTH,2016,Field Methods in Archaeology (3-6),The General Education Component of Undergraduate Education,False,False,False,False
Louisiana State University,ANSC,7091,Seminar (1),The General Education Component of Undergraduate Education,False,False,False,False
Louisiana State University,ANTH,4002,"South Asian Society, Polity and Culture (3)",The General Education Component of Undergraduate Education,False,False,False,False
Louisiana State University,ANTH,2050,World Archaeology (3),The General Education Component of Undergraduate Education,False,False,False,False
Louisiana State University,ANTH,4003,Indian Civilization of Middle and South America (3),The General Education Component of Undergraduate Education,False,False,False,False
Louisiana State University,ANTH,4008,Ancient Civilizations of Middle America (3),The General Education Component of Undergraduate Education,False,False,False,False
Louisiana State University,ANTH,4010,Human Osteology (3),The General Education Component of Undergraduate Education,False,False,False,False
Louisiana State University,ANTH,4013,Disaster Anthropology (3),The General Education Component of Undergraduate Education,False,False,False,False
Louisiana State University,ANTH,2423,Introduction to Folklore (3),The General Education Component of Undergraduate Education,False,False,False,False
Louisiana State University,ANTH,4014,Forensic Anthropology (3),The General Education Component of Undergraduate Education,False,False,False,False
Louisiana State University,ANSC,4046,Physiology of Lactation (2),The General Education Component of Undergraduate Education,False,False,False,False
Louisiana State University,ANTH,4018,Historical Archaeology (3),The General Education Component of Undergraduate Education,False,False,False,False
